Symbol,Maturity,Current Price,Trend,Trend Score,Composite Score,Belief Quality,Quantiment (%),Sentiment,Reference Return (%),Risk,Safety,Safety Score,Healthy Score,Reference Rating,Reference State,Strategic Signal,Summary,Reference Prices,Category signal
ZKC/USDT,MATURE,0.13,Downward,-1,3.86,85,44.15,Neutral,-3.88,High Risk,Caution,0.0,42.8,C,Caution,Risk Mitigation,"WATCHLIST: Reference return -3.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.13) | Lower Warning: 0.13, Lower Danger: 0.12, Upper Warning: 0.14, Upper Danger: 0.15",WATCHLIST
ETHFI/USDT,MATURE,0.63,Downward,-1,-1.13,45,44.39,Neutral,-1.78,High Risk,Caution,0.0,5.4,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.63) | Lower Warning: 0.6, Lower Danger: 0.57, Upper Warning: 0.66, Upper Danger: 0.69",WATCHLIST
ONDO/USDT,MATURE,0.34,Downward,-1,-2.26,20,40.59,Neutral,-3.72,High Risk,Caution,0.0,-6.1,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -3.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.34) | Lower Warning: 0.32, Lower Danger: 0.31, Upper Warning: 0.36, Upper Danger: 0.37",WATCHLIST
TRUMP/USDT,MATURE,4.78,Downward,-1,-2.23,20,45.03,Neutral,-1.51,High Risk,Caution,18.2,-1.7,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.5%, Safety 18.2/100, Risk: High Risk","Risk Reference Prices (Current: 4.78) | Lower Warning: 4.54, Lower Danger: 4.3, Upper Warning: 5.02, Upper Danger: 5.26",WATCHLIST
CITY/USDT,MATURE,0.63,Downward,-1,-1.29,55,52.21,Neutral,0.38,High Risk,Caution,8.4,9.8,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return 0.4%, Safety 8.4/100, Risk: High Risk","Risk Reference Prices (Current: 0.63) | Lower Warning: 0.59, Lower Danger: 0.56, Upper Warning: 0.66, Upper Danger: 0.69",WATCHLIST
MET/USDT,MATURE,0.27,Unknown,0,-0.83,25,45.39,Neutral,-0.54,High Risk,Caution,0.0,4.0,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -0.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.27) | Lower Warning: 0.26, Lower Danger: 0.24, Upper Warning: 0.29, Upper Danger: 0.3",WATCHLIST
BANANAS31/USDT,MATURE,0.0,Upward,1,3.91,100,52.36,Neutral,0.58,High Risk,Caution,0.0,48.0,C+,Watchlist,Double Check,"ATTENTION: Reference return 0.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",ATTENTION
STRK/USDT,MATURE,0.07,Downward,-1,-1.68,10,36.5,Bearish,-5.53,High Risk,Caution,0.0,-6.2,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -5.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.07) | Lower Warning: 0.07, Lower Danger: 0.06, Upper Warning: 0.07, Upper Danger: 0.08",WATCHLIST
JST/USDT,MATURE,0.04,Upward,1,1.12,75,52.72,Neutral,0.63,Low Risk,Caution,27.5,39.6,C,Caution,Risk Mitigation,"WATCHLIST: Reference return 0.6%, Safety 27.5/100, Risk: Low Risk","Risk Reference Prices (Current: 0.04) | Lower Warning: 0.04, Lower Danger: 0.04, Upper Warning: 0.04, Upper Danger: 0.05",WATCHLIST
BEAMX/USDT,MATURE,0.0,Downward,-1,0.78,50,46.6,Neutral,-2.53,High Risk,Caution,0.0,24.4,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -2.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST
SUN/USDT,MATURE,0.02,Downward,-1,-1.11,30,49.16,Neutral,-0.03,Low Risk,Caution,22.7,7.8,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -0.0%, Safety 22.7/100, Risk: Low Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.02, Upper Danger: 0.02",WATCHLIST
AVNT/USDT,MATURE,0.33,Downward,-1,1.07,60,44.78,Neutral,-5.91,High Risk,Caution,0.0,28.5,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -5.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.33) | Lower Warning: 0.31, Lower Danger: 0.29, Upper Warning: 0.34, Upper Danger: 0.36",WATCHLIST
FXS/USDT,MATURE,0.81,Downward,-1,3.84,85,40.08,Neutral,-4.69,High Risk,Caution,0.0,42.2,C,Caution,Risk Mitigation,"WATCHLIST: Reference return -4.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.81) | Lower Warning: 0.77, Lower Danger: 0.73, Upper Warning: 0.85, Upper Danger: 0.89",WATCHLIST
KAIA/USDT,MATURE,0.07,Downward,-1,3.86,85,44.07,Neutral,-3.24,High Risk,Caution,0.0,42.8,C,Caution,Risk Mitigation,"WATCHLIST: Reference return -3.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.07) | Lower Warning: 0.07, Lower Danger: 0.06, Upper Warning: 0.07, Upper Danger: 0.08",WATCHLIST
EIGEN/USDT,MATURE,0.34,Downward,-1,-2.27,20,38.49,Bearish,-4.27,High Risk,Caution,0.0,-6.5,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -4.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.34) | Lower Warning: 0.32, Lower Danger: 0.3, Upper Warning: 0.35, Upper Danger: 0.37",WATCHLIST
SXP/USDT,MATURE,0.04,Downward,-1,-1.12,30,47.1,Neutral,-2.59,High Risk,Caution,0.0,2.9,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -2.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.04) | Lower Warning: 0.04, Lower Danger: 0.04, Upper Warning: 0.05, Upper Danger: 0.05",WATCHLIST
GUN/USDT,MATURE,0.03,Upward,1,1.37,85,61.76,Bullish,2.62,High Risk,Caution,0.0,42.5,C,Caution,Risk Mitigation,"WATCHLIST: Reference return 2.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.03) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.03, Upper Danger: 0.03",WATCHLIST
BIO/USDT,MATURE,0.04,Downward,-1,1.07,60,44.97,Neutral,-1.96,High Risk,Caution,0.0,28.5,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -2.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.04) | Lower Warning: 0.04, Lower Danger: 0.04, Upper Warning: 0.05, Upper Danger: 0.05",WATCHLIST
RESOLV/USDT,MATURE,0.12,Upward,1,2.6,75,50.74,Neutral,0.19,High Risk,Caution,0.0,40.2,C,Caution,Risk Mitigation,"ATTENTION: Reference return 0.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.12) | Lower Warning: 0.11, Lower Danger: 0.11, Upper Warning: 0.12, Upper Danger: 0.13",ATTENTION
OP/USDT,MATURE,0.3,Downward,-1,-0.8,35,49.5,Neutral,-1.7,High Risk,Caution,0.0,6.8,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.30) | Lower Warning: 0.29, Lower Danger: 0.27, Upper Warning: 0.32, Upper Danger: 0.33",WATCHLIST
HMSTR/USDT,MATURE,0.0,Downward,-1,-1.3,55,49.89,Neutral,-1.94,High Risk,Caution,0.0,7.1,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST
SAHARA/USDT,MATURE,0.02,Downward,-1,0.72,50,35.96,Bearish,-4.66,High Risk,Caution,0.0,22.3,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -4.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.03, Upper Danger: 0.03",WATCHLIST
PENDLE/USDT,MATURE,1.97,Downward,-1,-0.83,35,44.68,Neutral,-3.62,High Risk,Caution,0.0,5.8,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -3.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 1.97) | Lower Warning: 1.87, Lower Danger: 1.77, Upper Warning: 2.06, Upper Danger: 2.16",WATCHLIST
STG/USDT,MATURE,0.18,Upward,1,2.64,75,57.35,Neutral,3.46,Mediate Risk,Caution,0.0,46.6,C+,Watchlist,Double Check,"ATTENTION: Reference return 3.5%, Safety 0.0/100, Risk: Mediate Risk","Risk Reference Prices (Current: 0.18) | Lower Warning: 0.17, Lower Danger: 0.16, Upper Warning: 0.19, Upper Danger: 0.2",ATTENTION
WBTC/USDT,MATURE,88957.77,Downward,-1,-1.05,45,59.04,Neutral,-0.18,Low Risk,Mediate,49.3,18.1,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -0.2%, Safety 49.3/100, Risk: Low Risk","Risk Reference Prices (Current: 88957.77) | Lower Warning: 84509.88, Lower Danger: 80061.99, Upper Warning: 93405.66, Upper Danger: 97853.55",WATCHLIST
QNT/USDT,MATURE,79.6,Downward,-1,3.27,75,45.64,Neutral,-2.81,Low Risk,Caution,2.0,40.8,C,Caution,Risk Mitigation,"WATCHLIST: Reference return -2.8%, Safety 2.0/100, Risk: Low Risk","Risk Reference Prices (Current: 79.60) | Lower Warning: 75.62, Lower Danger: 71.64, Upper Warning: 83.58, Upper Danger: 87.56",WATCHLIST
TIA/USDT,MATURE,0.45,Downward,-1,-1.14,45,44.07,Neutral,-1.7,High Risk,Caution,0.0,5.3,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.45) | Lower Warning: 0.43, Lower Danger: 0.41, Upper Warning: 0.48, Upper Danger: 0.5",WATCHLIST
TON/USDT,MATURE,1.52,Downward,-1,-2.6,30,50.55,Neutral,-0.42,High Risk,Caution,13.2,-1.0,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -0.4%, Safety 13.2/100, Risk: High Risk","Risk Reference Prices (Current: 1.52) | Lower Warning: 1.44, Lower Danger: 1.37, Upper Warning: 1.6, Upper Danger: 1.67",WATCHLIST
USDE/USDT,MATURE,1.0,Upward,1,-1.3,55,50.03,Neutral,0.0,Low Risk,Safe,99.5,27.0,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return 0.0%, Safety 99.5/100, Risk: Low Risk","Risk Reference Prices (Current: 1.00) | Lower Warning: 0.95, Lower Danger: 0.9, Upper Warning: 1.05, Upper Danger: 1.1",WATCHLIST
SAND/USDT,MATURE,0.13,Downward,-1,1.08,60,46.97,Neutral,-1.49,High Risk,Caution,0.0,28.9,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.13) | Lower Warning: 0.12, Lower Danger: 0.11, Upper Warning: 0.13, Upper Danger: 0.14",WATCHLIST
XVG/USDT,MATURE,0.01,Upward,1,1.31,85,52.17,Neutral,-0.77,Mediate Risk,Caution,0.0,36.3,C,Caution,Risk Mitigation,"WATCHLIST: Reference return -0.8%, Safety 0.0/100, Risk: Mediate Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST
CAKE/USDT,MATURE,1.93,Downward,-1,-0.83,35,45.2,Neutral,-1.02,High Risk,Caution,13.5,8.6,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.0%, Safety 13.5/100, Risk: High Risk","Risk Reference Prices (Current: 1.93) | Lower Warning: 1.83, Lower Danger: 1.74, Upper Warning: 2.03, Upper Danger: 2.12",WATCHLIST
XVS/USDT,MATURE,4.88,Upward,1,1.13,75,54.74,Neutral,0.57,Low Risk,Caution,2.5,34.9,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return 0.6%, Safety 2.5/100, Risk: Low Risk","Risk Reference Prices (Current: 4.88) | Lower Warning: 4.64, Lower Danger: 4.39, Upper Warning: 5.12, Upper Danger: 5.37",WATCHLIST
0G/USDT,MATURE,0.83,Downward,-1,3.26,75,43.48,Neutral,-4.28,High Risk,Caution,0.0,40.0,C,Caution,Risk Mitigation,"WATCHLIST: Reference return -4.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.83) | Lower Warning: 0.79, Lower Danger: 0.75, Upper Warning: 0.87, Upper Danger: 0.91",WATCHLIST
JUP/USDT,MATURE,0.21,Downward,-1,-0.83,35,45.32,Neutral,-1.47,High Risk,Caution,0.0,5.9,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.21) | Lower Warning: 0.2, Lower Danger: 0.19, Upper Warning: 0.22, Upper Danger: 0.23",WATCHLIST
AR/USDT,MATURE,3.31,Downward,-1,-2.22,20,46.88,Neutral,-1.47,High Risk,Caution,0.0,-5.0,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 3.31) | Lower Warning: 3.14, Lower Danger: 2.98, Upper Warning: 3.48, Upper Danger: 3.64",WATCHLIST
FLOKI/USDT,MATURE,0.0,Downward,-1,-2.21,20,48.12,Neutral,-2.96,High Risk,Caution,0.0,-4.8,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -3.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST
SEI/USDT,MATURE,0.11,Downward,-1,-2.23,20,44.35,Neutral,-0.74,High Risk,Caution,0.6,-5.3,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -0.7%, Safety 0.6/100, Risk: High Risk","Risk Reference Prices (Current: 0.11) | Lower Warning: 0.1, Lower Danger: 0.1, Upper Warning: 0.11, Upper Danger: 0.12",WATCHLIST
STO/USDT,MATURE,0.09,Downward,-1,3.85,85,42.01,Neutral,-1.94,High Risk,Caution,0.0,42.5,C,Caution,Risk Mitigation,"WATCHLIST: Reference return -1.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.09) | Lower Warning: 0.08, Lower Danger: 0.08, Upper Warning: 0.09, Upper Danger: 0.1",WATCHLIST
ACH/USDT,MATURE,0.01,Upward,1,1.33,85,54.36,Neutral,0.45,High Risk,Caution,0.0,37.5,C,Caution,Risk Mitigation,"WATCHLIST: Reference return 0.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST
LPT/USDT,MATURE,3.2,Downward,-1,1.06,60,43.59,Neutral,-2.63,High Risk,Caution,0.0,28.2,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -2.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 3.20) | Lower Warning: 3.04, Lower Danger: 2.88, Upper Warning: 3.36, Upper Danger: 3.52",WATCHLIST
INJ/USDT,MATURE,4.46,Downward,-1,-1.13,45,45.46,Neutral,-3.73,High Risk,Caution,0.0,5.6,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -3.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 4.46) | Lower Warning: 4.24, Lower Danger: 4.02, Upper Warning: 4.69, Upper Danger: 4.91",WATCHLIST
ETC/USDT,MATURE,11.54,Downward,-1,-1.12,45,46.36,Neutral,-1.75,High Risk,Caution,16.4,9.1,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.8%, Safety 16.4/100, Risk: High Risk","Risk Reference Prices (Current: 11.54) | Lower Warning: 10.96, Lower Danger: 10.39, Upper Warning: 12.12, Upper Danger: 12.69",WATCHLIST
AEUR/USDT,MATURE,1.15,Downward,-1,-1.1,45,49.69,Neutral,-0.02,Low Risk,Safe,84.5,23.3,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -0.0%, Safety 84.5/100, Risk: Low Risk","Risk Reference Prices (Current: 1.15) | Lower Warning: 1.1, Lower Danger: 1.04, Upper Warning: 1.21, Upper Danger: 1.27",WATCHLIST
ALGO/USDT,MATURE,0.12,Downward,-1,-1.12,45,46.44,Neutral,-1.54,High Risk,Caution,0.0,5.8,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.12) | Lower Warning: 0.11, Lower Danger: 0.11, Upper Warning: 0.13, Upper Danger: 0.13",WATCHLIST
ATOM/USDT,MATURE,2.24,Downward,-1,-1.1,45,50.41,Neutral,-2.4,High Risk,Caution,1.8,6.9,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -2.4%, Safety 1.8/100, Risk: High Risk","Risk Reference Prices (Current: 2.24) | Lower Warning: 2.13, Lower Danger: 2.02, Upper Warning: 2.35, Upper Danger: 2.46",WATCHLIST
NEIRO/USDT,MATURE,0.0,Downward,-1,-0.82,35,47.43,Neutral,-1.53,High Risk,Caution,0.0,6.3,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST
SCRT/USDT,MATURE,0.15,Downward,-1,1.3,70,50.16,Neutral,-0.6,High Risk,Caution,0.0,33.0,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -0.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.15) | Lower Warning: 0.14, Lower Danger: 0.14, Upper Warning: 0.16, Upper Danger: 0.17",WATCHLIST
BROCCOLI714/USDT,MATURE,0.02,Upward,1,-1.29,55,51.27,Neutral,-3.11,High Risk,Caution,0.0,7.3,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -3.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.02, Upper Danger: 0.02",WATCHLIST
LDO/USDT,MATURE,0.52,Downward,-1,-2.62,30,46.81,Neutral,-1.24,High Risk,Caution,0.0,-4.3,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.52) | Lower Warning: 0.5, Lower Danger: 0.47, Upper Warning: 0.55, Upper Danger: 0.57",WATCHLIST
DOLO/USDT,MATURE,0.05,Upward,1,-1.28,55,54.08,Neutral,-5.08,High Risk,Caution,0.0,7.8,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -5.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.05) | Lower Warning: 0.04, Lower Danger: 0.04, Upper Warning: 0.05, Upper Danger: 0.05",WATCHLIST
ARKM/USDT,MATURE,0.17,Downward,-1,-2.24,20,43.07,Neutral,-4.28,High Risk,Caution,0.0,-5.7,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -4.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.17) | Lower Warning: 0.16, Lower Danger: 0.15, Upper Warning: 0.18, Upper Danger: 0.18",WATCHLIST
IO/USDT,MATURE,0.16,Downward,-1,0.75,50,42.42,Neutral,-3.52,High Risk,Caution,0.0,23.5,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -3.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.16) | Lower Warning: 0.15, Lower Danger: 0.14, Upper Warning: 0.16, Upper Danger: 0.17",WATCHLIST
ZK/USDT,MATURE,0.03,Downward,-1,-2.23,20,45.46,Neutral,-2.15,High Risk,Caution,0.0,-5.3,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -2.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.03) | Lower Warning: 0.03, Lower Danger: 0.02, Upper Warning: 0.03, Upper Danger: 0.03",WATCHLIST
SXT/USDT,MATURE,0.03,Downward,-1,3.88,85,46.38,Neutral,-3.91,High Risk,Caution,0.0,43.1,C,Caution,Risk Mitigation,"WATCHLIST: Reference return -3.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.03) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.03, Upper Danger: 0.03",WATCHLIST
VET/USDT,MATURE,0.01,Downward,-1,-1.13,45,44.19,Neutral,-2.76,High Risk,Caution,0.5,5.5,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -2.8%, Safety 0.5/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST
PLUME/USDT,MATURE,0.02,Downward,-1,0.74,50,40.36,Neutral,-1.64,High Risk,Caution,0.0,23.1,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.02, Upper Danger: 0.02",WATCHLIST
ASTR/USDT,MATURE,0.01,Downward,-1,1.07,60,44.67,Neutral,-1.63,High Risk,Caution,0.0,28.5,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST
MORPHO/USDT,MATURE,1.2,Downward,-1,-0.82,35,46.45,Neutral,-1.88,Low Risk,Caution,9.2,8.0,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -1.9%, Safety 9.2/100, Risk: Low Risk","Risk Reference Prices (Current: 1.20) | Lower Warning: 1.14, Lower Danger: 1.08, Upper Warning: 1.26, Upper Danger: 1.32",WATCHLIST
DCR/USDT,MATURE,19.48,Downward,-1,-1.11,45,49.15,Neutral,-6.79,High Risk,Caution,0.0,6.3,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -6.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 19.48) | Lower Warning: 18.51, Lower Danger: 17.53, Upper Warning: 20.45, Upper Danger: 21.43",WATCHLIST
GALA/USDT,MATURE,0.01,Downward,-1,-1.62,10,46.25,Neutral,-3.5,High Risk,Caution,0.0,-4.5,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -3.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST
RLUSD/USDT,COLD,1.0,Unknown,0,0.0,0,50.0,Low Confidence,0.0,Low Risk,Safe,99.9,27.5,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return 0.0%, Safety 99.9/100, Risk: Low Risk","Risk Reference Prices (Current: 1.00) | Lower Warning: 0.95, Lower Danger: 0.9, Upper Warning: 1.05, Upper Danger: 1.1",WATCHLIST
MINA/USDT,MATURE,0.09,Downward,-1,2.37,65,45.27,Neutral,-2.77,High Risk,Caution,0.0,36.4,C,Caution,Risk Mitigation,"WATCHLIST: Reference return -2.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.09) | Lower Warning: 0.08, Lower Danger: 0.08, Upper Warning: 0.09, Upper Danger: 0.1",WATCHLIST
S/USDT,MATURE,0.07,Downward,-1,-2.25,20,41.16,Neutral,-5.43,High Risk,Caution,0.0,-6.0,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -5.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.07) | Lower Warning: 0.06, Lower Danger: 0.06, Upper Warning: 0.07, Upper Danger: 0.07",WATCHLIST
W/USDT,MATURE,0.03,Downward,-1,-2.65,30,41.53,Neutral,-3.73,High Risk,Caution,0.0,-5.1,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -3.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.03) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.03, Upper Danger: 0.03",WATCHLIST
CYBER/USDT,MATURE,0.78,Downward,-1,3.28,75,47.02,Neutral,-0.41,High Risk,Caution,0.0,40.6,C,Caution,Risk Mitigation,"WATCHLIST: Reference return -0.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.78) | Lower Warning: 0.74, Lower Danger: 0.7, Upper Warning: 0.82, Upper Danger: 0.85",WATCHLIST
SOLV/USDT,MATURE,0.01,Downward,-1,0.74,50,39.81,Bearish,-2.36,High Risk,Caution,0.0,23.1,D,Underweight,Conservative Allocation,"WATCHLIST: Reference return -2.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST
